C:\Program Files\CCleaner\Lang\lang-2052.dll,ccsetup574
C:\Program Files\CCleaner\Lang\lang-2070.dll,ccsetup574
C:\Program Files\CCleaner\Lang\lang-2074.dll,ccsetup574
C:\Program Files\CCleaner\Lang\lang-3098.dll,ccsetup574
C:\Program Files\CCleaner\Lang\lang-5146.dll,ccsetup574
C:\Program Files\CCleaner\Lang\lang-9999.dll,ccsetup574
C:\Users\User\Desktop\,ccsetup574
C:\Users\Public\Desktop,ccsetup574
C:\Program Files\desktop.ini,ccsetup574
C:\Windows\system32\LINKINFO.dll,ccsetup574
C:\Windows\system32\ntshrui.dll,ccsetup574
C:\Windows\system32\cscapi.dll,ccsetup574
C:\Windows\system32\slc.dll,ccsetup574
C:\Users\Public\Desktop\CCleaner.lnk,ccsetup574
C:\ProgramData\Microsoft\Windows\Start Menu\Programs,ccsetup574
C:\ProgramData,ccsetup574
C:\ProgramData\Microsoft,ccsetup574
C:\ProgramData\Microsoft\Windows,ccsetup574
C:\ProgramData\Microsoft\Windows\Start Menu,ccsetup574
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\CCleaner,ccsetup574
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\CCleaner\CCleaner.lnk,ccsetup574
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\CCleaner\CCleaner Homepage.url,ccsetup574
C:\$Mft,ccsetup574
C:\Windows\system32\config\systemprofile\,ccsetup574
C:\Windows\system32\config\systemprofile\ntuser.dat,ccsetup574
C:\Windows\system32\config\,ccsetup574
C:\Windows\system32\config\SYSTEM~1\ntuser.dat,ccsetup574
C:\Windows\system32\config\SYSTEM~1\ntuser.dat.LOG1,ccsetup574
C:\Windows\system32\config\SYSTEM~1\ntuser.dat.LOG2,ccsetup574
C:\Windows\System32\config\systemprofile\ntuser.dat,ccsetup574
C:\Windows\System32\config\SYSTEM~1\ntuser.dat{74a4ebfb-f4e7-11df-aef6-806e6f6e6963}.TM.blf,ccsetup574
C:\Windows\System32\config\systemprofile\ntuser.dat{74a4ebfb-f4e7-11df-aef6-806e6f6e6963}.TM.blf,ccsetup574
C:\Windows\System32\config\SYSTEM~1\ntuser.dat{74a4ebfb-f4e7-11df-aef6-806e6f6e6963}.TMContainer00000000000000000001.regtrans-ms,ccsetup574
C:\Windows\System32\config\SYSTEM~1\ntuser.dat{74a4ebfb-f4e7-11df-aef6-806e6f6e6963}.TMContainer00000000000000000002.regtrans-ms,ccsetup574
C:\Windows\System32\config\systemprofile\ntuser.dat{74a4ebfb-f4e7-11df-aef6-806e6f6e6963}.TMContainer00000000000000000001.regtrans-ms,ccsetup574
C:\Windows\System32\config\systemprofile\ntuser.dat.LOG1,ccsetup574
C:\Windows\ServiceProfiles\LocalService\,ccsetup574
C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT,ccsetup574
C:\Windows\ServiceProfiles\,ccsetup574
C:\Windows\SERVIC~2\LOCALS~1\NTUSER.DAT,ccsetup574
C:\Windows\ServiceProfiles\NetworkService\,ccsetup574
C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT,ccsetup574
C:\Windows\SERVIC~2\NETWOR~1\NTUSER.DAT,ccsetup574
C:\Users\User\NTUSER.DAT,ccsetup574
C:\Users\User_2\,ccsetup574
C:\Users\User_2\NTUSER.DAT,ccsetup574
C:\Users\User_2\NTUSER.DAT.LOG1,ccsetup574
C:\Users\User_2\NTUSER.DAT.LOG2,ccsetup574
C:\Users\User_2\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf,ccsetup574
C:\Users\User_2\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms,ccsetup574
C:\Users\User_2\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms,ccsetup574
C:\Users\User_2\ntuser.dat.LOG1,ccsetup574
C:\Program Files\CCleaner\uninst.exe,ccsetup574,CCleaner
C:\Program Files\,ccsetup574
C:\Program Files\CCleaner\CCleaner.exe:Zone.Identifier,ccsetup574
C:\Program Files\CCleaner\CCleaner.exe.Config,csrss
C:\Program Files\CCleaner\CCUpdate.exe:Zone.Identifier,ccsetup574
C:\Windows\Prefetch\CCLEANER.EXE-D4D76A60.pf,CCleaner
C:\Program Files\CCleaner\WINSPOOL.DRV,CCleaner
C:\Windows\system32\WINSPOOL.DRV,CCleaner
