Time,EventName,PID,PName,FileKey,FileName,FileObject
153.7631,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
154.4786,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
155.3367,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
171.4502,FileIO/Write,3568,PerfView,0x92DA90F8,C:\\Users\\User\\Downloads\\PerfView\\logfile\.txt,0x84C9E038
178.6068,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
191.1468,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
191.8706,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
199.7572,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
201.0117,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
201.4872,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
203.0000,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
204.1300,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
210.9158,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
220.2952,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
223.3968,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
224.3157,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
224.9908,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
226.7055,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
255.3329,FileIO/Read,3492,svchost,0x855C5628,C:\\pagefile\.sys,0x84EA0138
256.4846,FileIO/Write,4,System,0xA37890F8,C:\\Users\\User\\Downloads\\PerfView\\PerfViewData\.kernel\.etl,0x858417F0
261.6696,FileIO/Read,3492,svchost,0x84E79648,C:\\Device\\HarddiskVolume2,0x8597E258
283.6378,FileIO/Write,3568,PerfView,0x92DA90F8,C:\\Users\\User\\Downloads\\PerfView\\logfile\.txt,0x84C9E038
283.6929,FileIO/Write,3568,PerfView,0x92DA90F8,C:\\Users\\User\\Downloads\\PerfView\\logfile\.txt,0x84C9E038
283.7106,FileIO/Write,3568,PerfView,0x92DA90F8,C:\\Users\\User\\Downloads\\PerfView\\logfile\.txt,0x84C9E038
291.5148,FileIO/Create,3568,PerfView,,C:\\Users\\User\\Downloads\\PerfView,0x84C6BC38
291.6086,FileIO/Create,3568,PerfView,,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C6BC38
291.6695,FileIO/Create,3568,PerfView,,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C6BC38
291.7260,FileIO/Create,3568,PerfView,,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C6BC38
292.8365,FileIO/Create,3568,PerfView,,C:\\Windows\\system32\\apphelp\.dll,0x84CD86D8
292.9477,FileIO/Create,3568,PerfView,,C:\\Windows\\system32\\apphelp\.dll,0x84CD86D8
293.2813,FileIO/Create,3568,PerfView,,C:\\Windows\\AppPatch\\sysmain\.sdb,0x84CD86D8
293.7658,FileIO/Create,372,csrss,,C:\\Users\\User\\Downloads\\ccsetup574\.exe\.Config,0x84CD86D8
293.8715,FileIO/Create,3568,PerfView,,C:\\Windows\\AppPatch\\sysmain\.sdb,0x84CD86D8
294.1427,FileIO/Create,3568,PerfView,,C:\\Windows\\AppPatch\\sysmain\.sdb,0x84CD86D8
295.2051,FileIO/Create,3432,ccsetup574,,C:\\Windows\\Prefetch\\CCSETUP574\.EXE\-60A955CA\.pf,0x84C6BC38
295.3778,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\PerfView\\,0x84C6BC38
296.8912,FileIO/Create,3432,ccsetup574,,C:\\Windows\\SYSTEM32\\sechost\.dll,0x84CD86D8
296.9865,FileIO/Create,3432,ccsetup574,,C:\\Windows\\SYSTEM32\\sechost\.dll,0x84CD86D8
297.4157,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\ccsetup574\.exe\.Local\\,0x84CD86D8
297.4531,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d,0x84CD86D8
297.4961,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d,0x84CD86D8
297.5219,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d\\COMCTL32\.dll,0x84A67F18
297.5633,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d\\COMCTL32\.dll,0x84A67F18
298.2751,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
298.3237,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
298.3994,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
298.4355,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
298.5760,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
298.6125,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\IMM32\.DLL,0x84A67F18
300.2558,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WindowsShell\.Manifest,0x84A67F18
300.5407,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\UXTHEME\.DLL,0x84A67F18
300.5815,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\UXTHEME\.DLL,0x84A67F18
300.7836,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\USERENV\.DLL,0x84A67F18
300.8192,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\USERENV\.DLL,0x84A67F18
301.1359,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\SETUPAPI\.DLL,0x84A67F18
301.1725,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\SETUPAPI\.DLL,0x84A67F18
301.8578,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\VERSION\.DLL,0x84A67F18
301.8984,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\VERSION\.DLL,0x84A67F18
302.0270,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\SHFOLDER\.DLL,0x84A67F18
302.0617,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\SHFOLDER\.DLL,0x84A67F18
302.1583,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\rpcss\.dll,0x84A67F18
302.1916,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\rpcss\.dll,0x84A67F18
302.2486,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\rpcss\.dll,0x84A67F18
302.2777,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\rpcss\.dll,0x84A67F18
302.4102,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\CRYPTBASE\.dll,0x84A67F18
302.4472,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\CRYPTBASE\.dll,0x84A67F18
303.5176,FileIO/Create,3432,ccsetup574,,C:\\Windows\\Globalization\\Sorting\\sortdefault\.nls,0x84D3A038
303.6933,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\SHELL32\.dll,0x84D3A038
303.8048,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\ccsetup574\.exe\.Local\\,0x84D3A038
303.8484,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d,0x84D3A038
303.8855,FileIO/Create,3432,ccsetup574,,C:\\Windows\\WinSxS\\x86_microsoft\.windows\.common\-controls_6595b64144ccf1df_6\.0\.7601\.18837_none_41e855142bd5705d,0x84D3A038
304.6256,FileIO/Create,3432,ccsetup574,,C:\\,0x85029088
305.0338,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\propsys\.dll,0x85029088
305.0703,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\propsys\.dll,0x85029088
305.2920,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Microsoft\\Windows\\Caches,0x85029088
305.3132,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Microsoft\\Windows\\Caches\\cversions\.1\.db,0x85029088
305.3627,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\ntmarta\.dll,0x859B66A8
305.3975,FileIO/Create,3432,ccsetup574,,C:\\Windows\\system32\\ntmarta\.dll,0x859B66A8
305.7091,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Microsoft\\Windows\\Caches\\\{AFBF9F1A\-8EE8\-4C77\-AF34\-C647E37CA0D9\}\.1\.ver0x0000000000000003\.db,0x85029088
305.9238,FileIO/Create,3432,ccsetup574,,C:\\Users\\desktop\.ini,0x85029088
305.9432,FileIO/Read,3432,ccsetup574,0x9C54D0F8,C:\\Users\\desktop\.ini,0x85029088
306.4678,FileIO/Create,3432,ccsetup574,,C:\\Users,0x859B66A8
306.5509,FileIO/Create,3432,ccsetup574,,C:\\Users\\User,0x859B66A8
306.6108,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\desktop\.ini,0x859B66A8
306.6284,FileIO/Read,3432,ccsetup574,0x9C52CD78,C:\\Users\\User\\Downloads\\desktop\.ini,0x859B66A8
306.7466,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads,0x84A65F18
306.9934,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Desktop\\desktop\.ini,0x84A65F18
307.0417,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Desktop\\desktop\.ini,0x84A65F18
307.0640,FileIO/Read,3432,ccsetup574,0x9C54D5E8,C:\\Users\\User\\Desktop\\desktop\.ini,0x84A65F18
307.1069,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Desktop\\desktop\.ini,0x859B55B8
307.1287,FileIO/Read,3432,ccsetup574,0x9C54D5E8,C:\\Users\\User\\Desktop\\desktop\.ini,0x859B55B8
307.1622,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Desktop\\desktop\.ini,0x859B55B8
307.1821,FileIO/Read,3432,ccsetup574,0x9C54D5E8,C:\\Users\\User\\Desktop\\desktop\.ini,0x859B55B8
307.2375,FileIO/Write,4,System,0xA37890F8,C:\\Users\\User\\Downloads\\PerfView\\PerfViewData\.kernel\.etl,0x858417F0
312.7050,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Searches\\desktop\.ini,0x859B55B8
312.7256,FileIO/Read,3432,ccsetup574,0x9C61F5E8,C:\\Users\\User\\Searches\\desktop\.ini,0x859B55B8
312.8698,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Videos\\desktop\.ini,0x84A07660
312.8881,FileIO/Read,3432,ccsetup574,0x9C52E5F0,C:\\Users\\User\\Videos\\desktop\.ini,0x84A07660
313.0092,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Pictures\\desktop\.ini,0x849CFC00
313.0257,FileIO/Read,3432,ccsetup574,0x9C5AB390,C:\\Users\\User\\Pictures\\desktop\.ini,0x849CFC00
313.1942,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Contacts\\desktop\.ini,0x84CE7408
313.2114,FileIO/Read,3432,ccsetup574,0x9C61A620,C:\\Users\\User\\Contacts\\desktop\.ini,0x84CE7408
313.3269,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Favorites\\desktop\.ini,0x851668D0
313.3437,FileIO/Read,3432,ccsetup574,0x9C6144B0,C:\\Users\\User\\Favorites\\desktop\.ini,0x851668D0
313.4681,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Music\\desktop\.ini,0x84CFB470
313.4846,FileIO/Read,3432,ccsetup574,0x9C5C69B8,C:\\Users\\User\\Music\\desktop\.ini,0x84CFB470
313.6882,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Documents\\desktop\.ini,0x84CFBF80
313.7063,FileIO/Read,3432,ccsetup574,0x9C59BA78,C:\\Users\\User\\Documents\\desktop\.ini,0x84CFBF80
313.8145,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Links\\desktop\.ini,0x858EDB40
313.8304,FileIO/Read,3432,ccsetup574,0x9C52D9F8,C:\\Users\\User\\Links\\desktop\.ini,0x858EDB40
313.9499,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Saved\ Games\\desktop\.ini,0x84CD3CC8
313.9661,FileIO/Read,3432,ccsetup574,0x9C614830,C:\\Users\\User\\Saved\ Games\\desktop\.ini,0x84CD3CC8
314.1693,FileIO/Create,3432,ccsetup574,,C:\\,0x84C74E90
314.2714,FileIO/Create,3432,ccsetup574,,C:\\Users,0x84C74E90
314.3290,FileIO/Create,3432,ccsetup574,,C:\\Users\\User,0x84C74E90
314.7995,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Temp\\,0x84C74E90
314.8204,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Temp,0x84C74E90
314.8439,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Temp\\nsl249D\.tmp,0x84C74E90
315.1153,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\AppData\\Local\\Temp\\nsl249D\.tmp,0x84C74E90
315.1297,FileIO/Delete,3432,ccsetup574,0xA18EA450,C:\\Users\\User\\AppData\\Local\\Temp\\nsl249D\.tmp,0x84C74E90
315.1835,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2092,FileIO/Create,3432,ccsetup574,,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2324,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2430,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2457,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2560,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2580,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2627,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2647,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2692,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2710,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2754,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2772,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2815,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2833,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2876,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2895,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2938,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.2957,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3009,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3028,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3073,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3091,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3135,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3153,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3197,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3215,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3259,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3278,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3321,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3339,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3383,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3401,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3446,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3465,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3516,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3534,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3579,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3597,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3642,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3660,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3705,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3723,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3767,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3786,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3830,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3848,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3893,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3911,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3956,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.3973,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4024,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4044,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4089,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4107,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4151,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4170,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4214,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4233,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4278,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4296,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4341,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4360,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4405,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4423,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4468,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4486,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4537,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4557,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4602,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4620,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4666,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4684,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4728,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
315.4746,FileIO/Read,3432,ccsetup574,0x97DB7988,C:\\Users\\User\\Downloads\\ccsetup574\.exe,0x84C74E90
